id,type,source,target,year,publication_id,journal_id,person_id,author_position,is_corresponding,sort_order,institution_id,institution_name,raw_affiliation,latitude,longitude,topic_id,topic_name,score,keyword_id,keyword_name
has_topic:publication:W2117692326->topic:T10631,has_topic,publication:W2117692326,topic:T10631,,W2117692326,,,,,,,,,,,T10631,"Cancer, Hypoxia, and Metabolism",0.9933000206947327,,
has_topic:publication:W2117692326->topic:T10583,has_topic,publication:W2117692326,topic:T10583,,W2117692326,,,,,,,,,,,T10583,Cancer-related Molecular Pathways,0.9926999807357788,,
has_topic:publication:W2162674813->topic:T10062,has_topic,publication:W2162674813,topic:T10062,,W2162674813,,,,,,,,,,,T10062,MicroRNA in disease regulation,1.0,,
has_topic:publication:W2162674813->topic:T11765,has_topic,publication:W2162674813,topic:T11765,,W2162674813,,,,,,,,,,,T11765,Circular RNAs in diseases,0.9958999752998352,,
has_topic:publication:W2162674813->topic:T10725,has_topic,publication:W2162674813,topic:T10725,,W2162674813,,,,,,,,,,,T10725,RNA Interference and Gene Delivery,0.989300012588501,,
has_topic:publication:W2138977668->topic:T10505,has_topic,publication:W2138977668,topic:T10505,,W2138977668,,,,,,,,,,,T10505,Pluripotent Stem Cells Research,0.9995999932289124,,
has_topic:publication:W2138977668->topic:T10176,has_topic,publication:W2138977668,topic:T10176,,W2138977668,,,,,,,,,,,T10176,Mesenchymal stem cell research,0.9779999852180481,,
has_topic:publication:W2138977668->topic:T12264,has_topic,publication:W2138977668,topic:T12264,,W2138977668,,,,,,,,,,,T12264,Tissue Engineering and Regenerative Medicine,0.9718999862670898,,
has_topic:publication:W2125987139->topic:T10505,has_topic,publication:W2125987139,topic:T10505,,W2125987139,,,,,,,,,,,T10505,Pluripotent Stem Cells Research,0.9998999834060669,,
has_topic:publication:W2125987139->topic:T10878,has_topic,publication:W2125987139,topic:T10878,,W2125987139,,,,,,,,,,,T10878,CRISPR and Genetic Engineering,0.9922999739646912,,
has_topic:publication:W2125987139->topic:T12140,has_topic,publication:W2125987139,topic:T12140,,W2125987139,,,,,,,,,,,T12140,Renal and related cancers,0.9914000034332275,,
has_topic:publication:W144423133->topic:T10184,has_topic,publication:W144423133,topic:T10184,,W144423133,,,,,,,,,,,T10184,Plant Molecular Biology Research,0.9994000196456909,,
has_topic:publication:W144423133->topic:T10494,has_topic,publication:W144423133,topic:T10494,,W144423133,,,,,,,,,,,T10494,Plant Virus Research Studies,0.9988999962806702,,
has_topic:publication:W144423133->topic:T12858,has_topic,publication:W144423133,topic:T12858,,W144423133,,,,,,,,,,,T12858,Plant Disease Resistance and Genetics,0.9940000176429749,,
has_topic:publication:W2034269086->topic:T10583,has_topic,publication:W2034269086,topic:T10583,,W2034269086,,,,,,,,,,,T10583,Cancer-related Molecular Pathways,0.9980000257492065,,
has_topic:publication:W2034269086->topic:T10336,has_topic,publication:W2034269086,topic:T10336,,W2034269086,,,,,,,,,,,T10336,Cancer Cells and Metastasis,0.9939000010490417,,
has_topic:publication:W2034269086->topic:T10123,has_topic,publication:W2034269086,topic:T10123,,W2034269086,,,,,,,,,,,T10123,DNA Repair Mechanisms,0.9890999794006348,,
has_topic:publication:W1523693806->topic:T10587,has_topic,publication:W1523693806,topic:T10587,,W1523693806,,,,,,,,,,,T10587,Autophagy in Disease and Therapy,0.9998999834060669,,
has_topic:publication:W1523693806->topic:T10170,has_topic,publication:W1523693806,topic:T10170,,W1523693806,,,,,,,,,,,T10170,Retinal Diseases and Treatments,0.98580002784729,,
has_topic:publication:W1523693806->topic:T11848,has_topic,publication:W1523693806,topic:T11848,,W1523693806,,,,,,,,,,,T11848,Heme Oxygenase-1 and Carbon Monoxide,0.9710000157356262,,
has_topic:publication:W2018289835->topic:T12910,has_topic,publication:W2018289835,topic:T12910,,W2018289835,,,,,,,,,,,T12910,Eicosanoids and Hypertension Pharmacology,0.9983000159263611,,
has_topic:publication:W2018289835->topic:T11332,has_topic,publication:W2018289835,topic:T11332,,W2018289835,,,,,,,,,,,T11332,"Genomics, phytochemicals, and oxidative stress",0.9957000017166138,,
has_topic:publication:W2018289835->topic:T11884,has_topic,publication:W2018289835,topic:T11884,,W2018289835,,,,,,,,,,,T11884,Redox biology and oxidative stress,0.9951000213623047,,
has_topic:publication:W1487127700->topic:T10791,has_topic,publication:W1487127700,topic:T10791,,W1487127700,,,,,,,,,,,T10791,Advanced Control Systems Optimization,0.8015999794006348,,
has_topic:publication:W1997151511->topic:T11177,has_topic,publication:W1997151511,topic:T11177,,W1997151511,,,,,,,,,,,T11177,Spectroscopy and Quantum Chemical Studies,0.9998999834060669,,
has_topic:publication:W1997151511->topic:T11129,has_topic,publication:W1997151511,topic:T11129,,W1997151511,,,,,,,,,,,T11129,Photochemistry and Electron Transfer Studies,0.9991999864578247,,
has_topic:publication:W1997151511->topic:T11449,has_topic,publication:W1997151511,topic:T11449,,W1997151511,,,,,,,,,,,T11449,Mechanical and Optical Resonators,0.9905999898910522,,
has_topic:publication:W2110540540->topic:T10078,has_topic,publication:W2110540540,topic:T10078,,W2110540540,,,,,,,,,,,T10078,Advanced Photocatalysis Techniques,0.9757000207901001,,
has_topic:publication:W2110540540->topic:T11434,has_topic,publication:W2110540540,topic:T11434,,W2110540540,,,,,,,,,,,T11434,Electrochemical Analysis and Applications,0.9689000248908997,,
has_topic:publication:W2110540540->topic:T10024,has_topic,publication:W2110540540,topic:T10024,,W2110540540,,,,,,,,,,,T10024,TiO2 Photocatalysis and Solar Cells,0.9049000144004822,,
has_topic:publication:W2038767330->topic:T10798,has_topic,publication:W2038767330,topic:T10798,,W2038767330,,,,,,,,,,,T10798,Crystallography and molecular interactions,0.9944000244140625,,
has_topic:publication:W2038767330->topic:T11746,has_topic,publication:W2038767330,topic:T11746,,W2038767330,,,,,,,,,,,T11746,Inorganic and Organometallic Chemistry,0.9889000058174133,,
has_topic:publication:W2038767330->topic:T12748,has_topic,publication:W2038767330,topic:T12748,,W2038767330,,,,,,,,,,,T12748,Molecular spectroscopy and chirality,0.9876999855041504,,
has_topic:publication:W2140190241->topic:T11106,has_topic,publication:W2140190241,topic:T11106,,W2140190241,,,,,,,,,,,T11106,Data Management and Algorithms,0.9991000294685364,,
has_topic:publication:W2140190241->topic:T10538,has_topic,publication:W2140190241,topic:T10538,,W2140190241,,,,,,,,,,,T10538,Data Mining Algorithms and Applications,0.9987000226974487,,
has_topic:publication:W2140190241->topic:T10317,has_topic,publication:W2140190241,topic:T10317,,W2140190241,,,,,,,,,,,T10317,Advanced Database Systems and Queries,0.9975000023841858,,
has_topic:publication:W1815596065->topic:T13283,has_topic,publication:W1815596065,topic:T13283,,W1815596065,,,,,,,,,,,T13283,Mental Health Research Topics,0.49459999799728394,,
has_topic:publication:W2147264455->topic:T11120,has_topic,publication:W2147264455,topic:T11120,,W2147264455,,,,,,,,,,,T11120,Nonprofit Sector and Volunteering,0.2890999913215637,,
has_topic:publication:W4293586167->topic:T10157,has_topic,publication:W4293586167,topic:T10157,,W4293586167,,,,,,,,,,,T10157,Sports Performance and Training,0.07819999754428864,,
has_topic:publication:W2122410182->topic:T13062,has_topic,publication:W2122410182,topic:T13062,,W2122410182,,,,,,,,,,,T13062,Cognitive Computing and Networks,0.14830000698566437,,
has_topic:publication:W2122410182->topic:T14420,has_topic,publication:W2122410182,topic:T14420,,W2122410182,,,,,,,,,,,T14420,Advanced Research in Systems and Signal Processing,0.13600000739097595,,
has_topic:publication:W1554663460->topic:T10320,has_topic,publication:W1554663460,topic:T10320,,W1554663460,,,,,,,,,,,T10320,Neural Networks and Applications,0.7178000211715698,,
has_topic:publication:W2432517183->topic:T13126,has_topic,publication:W2432517183,topic:T13126,,W2432517183,,,,,,,,,,,T13126,Scientific Research and Discoveries,1.0,,
has_topic:publication:W2432517183->topic:T13650,has_topic,publication:W2432517183,topic:T13650,,W2432517183,,,,,,,,,,,T13650,Computational Physics and Python Applications,0.9620000123977661,,
has_topic:publication:W2432517183->topic:T13307,has_topic,publication:W2432517183,topic:T13307,,W2432517183,,,,,,,,,,,T13307,Diverse Scientific and Engineering Research,0.9103000164031982,,
has_topic:publication:W2797247465->topic:T11871,has_topic,publication:W2797247465,topic:T11871,,W2797247465,,,,,,,,,,,T11871,Advanced Statistical Methods and Models,0.9948999881744385,,
has_topic:publication:W2797247465->topic:T13141,has_topic,publication:W2797247465,topic:T13141,,W2797247465,,,,,,,,,,,T13141,Statistical Methods and Applications,0.9898999929428101,,
has_topic:publication:W2797247465->topic:T13748,has_topic,publication:W2797247465,topic:T13748,,W2797247465,,,,,,,,,,,T13748,Advanced Statistical Modeling Techniques,0.9739000201225281,,
has_topic:publication:W1973948212->topic:T10410,has_topic,publication:W1973948212,topic:T10410,,W1973948212,,,,,,,,,,,T10410,COVID-19 epidemiological studies,0.04399999976158142,,
has_topic:publication:W1973948212->topic:T10845,has_topic,publication:W1973948212,topic:T10845,,W1973948212,,,,,,,,,,,T10845,Advanced Causal Inference Techniques,0.04010000079870224,,
has_topic:publication:W2153943092->topic:T11810,has_topic,publication:W2153943092,topic:T11810,,W2153943092,,,,,,,,,,,T11810,Complex Systems and Decision Making,0.5559999942779541,,
has_topic:publication:W1541515907->topic:T14503,has_topic,publication:W1541515907,topic:T14503,,W1541515907,,,,,,,,,,,T14503,"Globalization, Economics, and Policies",0.5101000070571899,,
has_topic:publication:W1541515907->topic:T12903,has_topic,publication:W1541515907,topic:T12903,,W1541515907,,,,,,,,,,,T12903,Globalization and Cultural Identity,0.5084999799728394,,
has_topic:publication:W1541515907->topic:T14302,has_topic,publication:W1541515907,topic:T14302,,W1541515907,,,,,,,,,,,T14302,European Politics and Security,0.45339998602867126,,
has_topic:publication:W2157207849->topic:T11743,has_topic,publication:W2157207849,topic:T11743,,W2157207849,,,,,,,,,,,T11743,Political Economy and Marxism,0.26969999074935913,,
has_topic:publication:W2157207849->topic:T13158,has_topic,publication:W2157207849,topic:T13158,,W2157207849,,,,,,,,,,,T13158,Political and Economic history of UK and US,0.23260000348091125,,
has_topic:publication:W2157207849->topic:T10443,has_topic,publication:W2157207849,topic:T10443,,W2157207849,,,,,,,,,,,T10443,Social Policy and Reform Studies,0.2160000056028366,,
has_topic:publication:W3023540311->topic:T10100,has_topic,publication:W3023540311,topic:T10100,,W3023540311,,,,,,,,,,,T10100,Metaheuristic Optimization Algorithms Research,0.6865000128746033,,
has_topic:publication:W2160456562->topic:T10117,has_topic,publication:W2160456562,topic:T10117,,W2160456562,,,,,,,,,,,T10117,Advanced Combustion Engine Technologies,0.9972000122070312,,
has_topic:publication:W2160456562->topic:T10507,has_topic,publication:W2160456562,topic:T10507,,W2160456562,,,,,,,,,,,T10507,Biodiesel Production and Applications,0.9864000082015991,,
has_topic:publication:W2160456562->topic:T12095,has_topic,publication:W2160456562,topic:T12095,,W2160456562,,,,,,,,,,,T12095,Vehicle emissions and performance,0.9448999762535095,,
has_topic:publication:W2285072859->topic:T10745,has_topic,publication:W2285072859,topic:T10745,,W2285072859,,,,,,,,,,,T10745,Heart Rate Variability and Autonomic Control,0.9998000264167786,,
has_topic:publication:W2285072859->topic:T11196,has_topic,publication:W2285072859,topic:T11196,,W2285072859,,,,,,,,,,,T11196,Non-Invasive Vital Sign Monitoring,0.9908999800682068,,
has_topic:publication:W2285072859->topic:T11209,has_topic,publication:W2285072859,topic:T11209,,W2285072859,,,,,,,,,,,T11209,Cardiovascular and exercise physiology,0.9298999905586243,,
has_topic:publication:W3199943451->topic:T10385,has_topic,publication:W3199943451,topic:T10385,,W3199943451,,,,,,,,,,,T10385,Plant Diversity and Evolution,0.13079999387264252,,
has_topic:publication:W3199943451->topic:T13506,has_topic,publication:W3199943451,topic:T13506,,W3199943451,,,,,,,,,,,T13506,Botanical Research and Chemistry,0.12439999729394913,,
has_topic:publication:W3199943451->topic:T13238,has_topic,publication:W3199943451,topic:T13238,,W3199943451,,,,,,,,,,,T13238,Botanical Studies and Applications,0.12129999697208405,,
has_topic:publication:W2004778468->topic:T11764,has_topic,publication:W2004778468,topic:T11764,,W2004778468,,,,,,,,,,,T11764,Evolution and Genetic Dynamics,0.15880000591278076,,
has_topic:publication:W1866311589->topic:T12100,has_topic,publication:W1866311589,topic:T12100,,W1866311589,,,,,,,,,,,T12100,Advanced Mathematical Modeling in Engineering,0.37310001254081726,,
has_topic:publication:W1866311589->topic:T10194,has_topic,publication:W1866311589,topic:T10194,,W1866311589,,,,,,,,,,,T10194,Nonlinear Partial Differential Equations,0.163100004196167,,
has_topic:publication:W1866311589->topic:T11416,has_topic,publication:W1866311589,topic:T11416,,W1866311589,,,,,,,,,,,T11416,Numerical methods for differential equations,0.07999999821186066,,
has_topic:publication:W1575147392->topic:T12727,has_topic,publication:W1575147392,topic:T12727,,W1575147392,,,,,,,,,,,T12727,Differential Equations and Numerical Methods,0.8654000163078308,,
has_topic:publication:W1575147392->topic:T12100,has_topic,publication:W1575147392,topic:T12100,,W1575147392,,,,,,,,,,,T12100,Advanced Mathematical Modeling in Engineering,0.7958999872207642,,
has_topic:publication:W1575147392->topic:T11022,has_topic,publication:W1575147392,topic:T11022,,W1575147392,,,,,,,,,,,T11022,Spectral Theory in Mathematical Physics,0.7875999808311462,,
has_topic:publication:W2168420558->topic:T11970,has_topic,publication:W2168420558,topic:T11970,,W2168420558,,,,,,,,,,,T11970,Molecular Biology Techniques and Applications,0.9998999834060669,,
has_topic:publication:W2168420558->topic:T12640,has_topic,publication:W2168420558,topic:T12640,,W2168420558,,,,,,,,,,,T12640,Environmental DNA in Biodiversity Studies,0.9309999942779541,,
has_topic:publication:W2168420558->topic:T10885,has_topic,publication:W2168420558,topic:T10885,,W2168420558,,,,,,,,,,,T10885,Gene expression and cancer classification,0.9186000227928162,,
has_topic:publication:W2116404316->topic:T10027,has_topic,publication:W2116404316,topic:T10027,,W2116404316,,,,,,,,,,,T10027,"Diabetes, Cardiovascular Risks, and Lipoproteins",0.9940999746322632,,
has_topic:publication:W2116404316->topic:T10394,has_topic,publication:W2116404316,topic:T10394,,W2116404316,,,,,,,,,,,T10394,Lipoproteins and Cardiovascular Health,0.9883999824523926,,
has_topic:publication:W2116404316->topic:T12465,has_topic,publication:W2116404316,topic:T12465,,W2116404316,,,,,,,,,,,T12465,"Cancer, Lipids, and Metabolism",0.9671000242233276,,
has_topic:publication:W2163605009->topic:T10036,has_topic,publication:W2163605009,topic:T10036,,W2163605009,,,,,,,,,,,T10036,Advanced Neural Network Applications,0.9998000264167786,,
has_topic:publication:W2163605009->topic:T11307,has_topic,publication:W2163605009,topic:T11307,,W2163605009,,,,,,,,,,,T11307,Domain Adaptation and Few-Shot Learning,0.9990000128746033,,
has_topic:publication:W2163605009->topic:T11105,has_topic,publication:W2163605009,topic:T11105,,W2163605009,,,,,,,,,,,T11105,Advanced Image Processing Techniques,0.9966999888420105,,
has_topic:publication:W2173213060->topic:T10101,has_topic,publication:W2173213060,topic:T10101,,W2173213060,,,,,,,,,,,T10101,Cloud Computing and Resource Management,0.9991000294685364,,
has_topic:publication:W2173213060->topic:T11181,has_topic,publication:W2173213060,topic:T11181,,W2173213060,,,,,,,,,,,T11181,Advanced Data Storage Technologies,0.9954000115394592,,
has_topic:publication:W2173213060->topic:T10054,has_topic,publication:W2173213060,topic:T10054,,W2173213060,,,,,,,,,,,T10054,Parallel Computing and Optimization Techniques,0.9843000173568726,,
has_topic:publication:W2085261163->topic:T12072,has_topic,publication:W2085261163,topic:T12072,,W2085261163,,,,,,,,,,,T12072,Machine Learning and Algorithms,0.9987999796867371,,
has_topic:publication:W2085261163->topic:T10627,has_topic,publication:W2085261163,topic:T10627,,W2085261163,,,,,,,,,,,T10627,Advanced Image and Video Retrieval Techniques,0.9962000250816345,,
has_topic:publication:W2085261163->topic:T10191,has_topic,publication:W2085261163,topic:T10191,,W2085261163,,,,,,,,,,,T10191,Robotics and Sensor-Based Localization,0.9961000084877014,,
has_topic:publication:W2007395042->topic:T10002,has_topic,publication:W2007395042,topic:T10002,,W2007395042,,,,,,,,,,,T10002,Advanced Chemical Physics Studies,1.0,,
has_topic:publication:W2007395042->topic:T11177,has_topic,publication:W2007395042,topic:T11177,,W2007395042,,,,,,,,,,,T11177,Spectroscopy and Quantum Chemical Studies,0.9998000264167786,,
has_topic:publication:W2007395042->topic:T12044,has_topic,publication:W2007395042,topic:T12044,,W2007395042,,,,,,,,,,,T12044,Advanced Physical and Chemical Molecular Interactions,0.9993000030517578,,
has_topic:publication:W2168452204->topic:T10080,has_topic,publication:W2168452204,topic:T10080,,W2168452204,,,,,,,,,,,T10080,Energy Efficient Wireless Sensor Networks,0.9998999834060669,,
has_topic:publication:W2168452204->topic:T10326,has_topic,publication:W2168452204,topic:T10326,,W2168452204,,,,,,,,,,,T10326,Indoor and Outdoor Localization Technologies,0.9958999752998352,,
has_topic:publication:W2168452204->topic:T12801,has_topic,publication:W2168452204,topic:T12801,,W2168452204,,,,,,,,,,,T12801,Bluetooth and Wireless Communication Technologies,0.9943000078201294,,
has_topic:publication:W2066636486->topic:T12016,has_topic,publication:W2066636486,topic:T12016,,W2066636486,,,,,,,,,,,T12016,Web Data Mining and Analysis,1.0,,
has_topic:publication:W2066636486->topic:T10286,has_topic,publication:W2066636486,topic:T10286,,W2066636486,,,,,,,,,,,T10286,Information Retrieval and Search Behavior,0.9812999963760376,,
has_topic:publication:W2066636486->topic:T13976,has_topic,publication:W2066636486,topic:T13976,,W2066636486,,,,,,,,,,,T13976,Web visibility and informetrics,0.9800999760627747,,
has_topic:publication:W2107031757->topic:T10050,has_topic,publication:W2107031757,topic:T10050,,W2107031757,,,,,,,,,,,T10050,Multi-Criteria Decision Making,0.6985999941825867,,
has_topic:publication:W2011301426->topic:T13650,has_topic,publication:W2011301426,topic:T13650,,W2011301426,,,,,,,,,,,T13650,Computational Physics and Python Applications,0.8888000249862671,,
has_topic:publication:W2170899200->topic:T11400,has_topic,publication:W2170899200,topic:T11400,,W2170899200,,,,,,,,,,,T11400,Motivation and Self-Concept in Sports,0.9998000264167786,,
has_topic:publication:W2170899200->topic:T10547,has_topic,publication:W2170899200,topic:T10547,,W2170899200,,,,,,,,,,,T10547,"Education, Achievement, and Giftedness",0.9968000054359436,,
has_topic:publication:W2170899200->topic:T11998,has_topic,publication:W2170899200,topic:T11998,,W2170899200,,,,,,,,,,,T11998,Youth Development and Social Support,0.988099992275238,,
has_topic:publication:W2324392187->topic:T10317,has_topic,publication:W2324392187,topic:T10317,,W2324392187,,,,,,,,,,,T10317,Advanced Database Systems and Queries,0.04580000042915344,,
has_topic:publication:W2000117884->topic:T12880,has_topic,publication:W2000117884,topic:T12880,,W2000117884,,,,,,,,,,,T12880,Qualitative Research Methods and Applications,0.2955000102519989,,
has_topic:publication:W2005061283->topic:T14315,has_topic,publication:W2005061283,topic:T14315,,W2005061283,,,,,,,,,,,T14315,Feminist Theory and Gender Studies,0.08579999953508377,,
has_topic:publication:W2005061283->topic:T11432,has_topic,publication:W2005061283,topic:T11432,,W2005061283,,,,,,,,,,,T11432,Gender Politics and Representation,0.0828000009059906,,
has_topic:publication:W2005061283->topic:T13158,has_topic,publication:W2005061283,topic:T13158,,W2005061283,,,,,,,,,,,T13158,Political and Economic history of UK and US,0.07370000332593918,,
has_topic:publication:W2059334100->topic:T10467,has_topic,publication:W2059334100,topic:T10467,,W2059334100,,,,,,,,,,,T10467,Psychometric Methodologies and Testing,0.1777999997138977,,
has_topic:publication:W2059334100->topic:T13148,has_topic,publication:W2059334100,topic:T13148,,W2059334100,,,,,,,,,,,T13148,Environmental and Air Quality Management,0.022099999710917473,,
has_topic:publication:W2059334100->topic:T13141,has_topic,publication:W2059334100,topic:T13141,,W2059334100,,,,,,,,,,,T13141,Statistical Methods and Applications,0.018699999898672104,,
has_topic:publication:W1550621568->topic:T12395,has_topic,publication:W1550621568,topic:T12395,,W1550621568,,,,,,,,,,,T12395,Educational Innovations and Technology,0.8791999816894531,,
has_topic:publication:W1550621568->topic:T14277,has_topic,publication:W1550621568,topic:T14277,,W1550621568,,,,,,,,,,,T14277,Social Skills and Education,0.8476999998092651,,
has_topic:publication:W1550621568->topic:T14483,has_topic,publication:W1550621568,topic:T14483,,W1550621568,,,,,,,,,,,T14483,Education and Teacher Training,0.8342000246047974,,
has_topic:publication:W1986215651->topic:T10206,has_topic,publication:W1986215651,topic:T10206,,W1986215651,,,,,,,,,,,T10206,Meta-analysis and systematic reviews,0.9998999834060669,,
has_topic:publication:W1986215651->topic:T13309,has_topic,publication:W1986215651,topic:T13309,,W1986215651,,,,,,,,,,,T13309,Reliability and Agreement in Measurement,0.9927999973297119,,
has_topic:publication:W1986215651->topic:T10804,has_topic,publication:W1986215651,topic:T10804,,W1986215651,,,,,,,,,,,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.978600025177002,,
has_topic:publication:W2107328434->topic:T10206,has_topic,publication:W2107328434,topic:T10206,,W2107328434,,,,,,,,,,,T10206,Meta-analysis and systematic reviews,0.996399998664856,,
has_topic:publication:W2107328434->topic:T11235,has_topic,publication:W2107328434,topic:T11235,,W2107328434,,,,,,,,,,,T11235,Statistical Methods in Clinical Trials,0.996399998664856,,
has_topic:publication:W2107328434->topic:T10804,has_topic,publication:W2107328434,topic:T10804,,W2107328434,,,,,,,,,,,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.987500011920929,,
has_topic:publication:W2025371271->topic:T10176,has_topic,publication:W2025371271,topic:T10176,,W2025371271,,,,,,,,,,,T10176,Mesenchymal stem cell research,1.0,,
has_topic:publication:W2025371271->topic:T12264,has_topic,publication:W2025371271,topic:T12264,,W2025371271,,,,,,,,,,,T12264,Tissue Engineering and Regenerative Medicine,0.995199978351593,,
has_topic:publication:W2025371271->topic:T10336,has_topic,publication:W2025371271,topic:T10336,,W2025371271,,,,,,,,,,,T10336,Cancer Cells and Metastasis,0.9922000169754028,,
has_topic:publication:W2964015378->topic:T11273,has_topic,publication:W2964015378,topic:T11273,,W2964015378,,,,,,,,,,,T11273,Advanced Graph Neural Networks,0.9991999864578247,,
has_topic:publication:W2964015378->topic:T11307,has_topic,publication:W2964015378,topic:T11307,,W2964015378,,,,,,,,,,,T11307,Domain Adaptation and Few-Shot Learning,0.9866999983787537,,
has_topic:publication:W2964015378->topic:T12676,has_topic,publication:W2964015378,topic:T12676,,W2964015378,,,,,,,,,,,T12676,Machine Learning and ELM,0.9864000082015991,,
has_topic:publication:W2139212933->topic:T10320,has_topic,publication:W2139212933,topic:T10320,,W2139212933,,,,,,,,,,,T10320,Neural Networks and Applications,0.9858999848365784,,
has_topic:publication:W2139212933->topic:T10534,has_topic,publication:W2139212933,topic:T10534,,W2139212933,,,,,,,,,,,T10534,Structural Health Monitoring Techniques,0.9714000225067139,,
has_topic:publication:W2139212933->topic:T10057,has_topic,publication:W2139212933,topic:T10057,,W2139212933,,,,,,,,,,,T10057,Face and Expression Recognition,0.9692000150680542,,
has_topic:publication:W2127218421->topic:T11871,has_topic,publication:W2127218421,topic:T11871,,W2127218421,,,,,,,,,,,T11871,Advanced Statistical Methods and Models,0.9580000042915344,,
has_topic:publication:W2148080316->topic:T11376,has_topic,publication:W2148080316,topic:T11376,,W2148080316,,,,,,,,,,,T11376,Geriatric Care and Nursing Homes,0.9998000264167786,,
has_topic:publication:W2148080316->topic:T10009,has_topic,publication:W2148080316,topic:T10009,,W2148080316,,,,,,,,,,,T10009,Dementia and Cognitive Impairment Research,0.9993000030517578,,
has_topic:publication:W2148080316->topic:T11712,has_topic,publication:W2148080316,topic:T11712,,W2148080316,,,,,,,,,,,T11712,Intergenerational Family Dynamics and Caregiving,0.9872000217437744,,
has_topic:publication:W2160234571->topic:T11339,has_topic,publication:W2160234571,topic:T11339,,W2160234571,,,,,,,,,,,T11339,"Metabolism, Diabetes, and Cancer",0.9997000098228455,,
has_topic:publication:W2160234571->topic:T10560,has_topic,publication:W2160234571,topic:T10560,,W2160234571,,,,,,,,,,,T10560,Diabetes Management and Research,0.9994999766349792,,
has_topic:publication:W2160234571->topic:T10401,has_topic,publication:W2160234571,topic:T10401,,W2160234571,,,,,,,,,,,T10401,Diabetes Treatment and Management,0.9993000030517578,,
has_topic:publication:W4385245566->topic:T10181,has_topic,publication:W4385245566,topic:T10181,,W4385245566,,,,,,,,,,,T10181,Natural Language Processing Techniques,0.9998000264167786,,
has_topic:publication:W4385245566->topic:T10028,has_topic,publication:W4385245566,topic:T10028,,W4385245566,,,,,,,,,,,T10028,Topic Modeling,0.9962000250816345,,
has_topic:publication:W4385245566->topic:T11714,has_topic,publication:W4385245566,topic:T11714,,W4385245566,,,,,,,,,,,T11714,Multimodal Machine Learning Applications,0.991599977016449,,
has_topic:publication:W2964121744->topic:T11612,has_topic,publication:W2964121744,topic:T11612,,W2964121744,,,,,,,,,,,T11612,Stochastic Gradient Optimization Techniques,0.9948999881744385,,
has_topic:publication:W2964121744->topic:T10963,has_topic,publication:W2964121744,topic:T10963,,W2964121744,,,,,,,,,,,T10963,Advanced Optimization Algorithms Research,0.9581999778747559,,
has_topic:publication:W2964121744->topic:T12676,has_topic,publication:W2964121744,topic:T12676,,W2964121744,,,,,,,,,,,T12676,Machine Learning and ELM,0.9531000256538391,,
has_topic:publication:W2965373594->topic:T10028,has_topic,publication:W2965373594,topic:T10028,,W2965373594,,,,,,,,,,,T10028,Topic Modeling,0.9998999834060669,,
has_topic:publication:W2965373594->topic:T10181,has_topic,publication:W2965373594,topic:T10181,,W2965373594,,,,,,,,,,,T10181,Natural Language Processing Techniques,0.9995999932289124,,
has_topic:publication:W2965373594->topic:T11714,has_topic,publication:W2965373594,topic:T11714,,W2965373594,,,,,,,,,,,T11714,Multimodal Machine Learning Applications,0.9848999977111816,,
has_topic:publication:W2896457183->topic:T10028,has_topic,publication:W2896457183,topic:T10028,,W2896457183,,,,,,,,,,,T10028,Topic Modeling,0.9998999834060669,,
has_topic:publication:W2896457183->topic:T10181,has_topic,publication:W2896457183,topic:T10181,,W2896457183,,,,,,,,,,,T10181,Natural Language Processing Techniques,0.9995999932289124,,
has_topic:publication:W2896457183->topic:T10201,has_topic,publication:W2896457183,topic:T10201,,W2896457183,,,,,,,,,,,T10201,Speech Recognition and Synthesis,0.9976999759674072,,
has_topic:publication:W3165656738->topic:T10118,has_topic,publication:W3165656738,topic:T10118,,W3165656738,,,,,,,,,,,T10118,SARS-CoV-2 and COVID-19 Research,0.9993000030517578,,
has_topic:publication:W3165656738->topic:T10041,has_topic,publication:W3165656738,topic:T10041,,W3165656738,,,,,,,,,,,T10041,COVID-19 Clinical Research Studies,0.9991999864578247,,
has_topic:publication:W3165656738->topic:T11775,has_topic,publication:W3165656738,topic:T11775,,W3165656738,,,,,,,,,,,T11775,COVID-19 diagnosis using AI,0.9894999861717224,,
has_topic:publication:W2139416101->topic:T10895,has_topic,publication:W2139416101,topic:T10895,,W2139416101,,,,,,,,,,,T10895,Species Distribution and Climate Change,0.9998000264167786,,
has_topic:publication:W2139416101->topic:T10199,has_topic,publication:W2139416101,topic:T10199,,W2139416101,,,,,,,,,,,T10199,Wildlife Ecology and Conservation,0.9939000010490417,,
has_topic:publication:W2139416101->topic:T10005,has_topic,publication:W2139416101,topic:T10005,,W2139416101,,,,,,,,,,,T10005,Ecology and Vegetation Dynamics Studies,0.9879000186920166,,
has_topic:publication:W4229954146->topic:T13398,has_topic,publication:W4229954146,topic:T13398,,W4229954146,,,,,,,,,,,T13398,Data Analysis with R,0.060600001364946365,,
has_topic:publication:W4229954146->topic:T13141,has_topic,publication:W4229954146,topic:T13141,,W4229954146,,,,,,,,,,,T13141,Statistical Methods and Applications,0.05609999969601631,,
has_topic:publication:W4229954146->topic:T11396,has_topic,publication:W4229954146,topic:T11396,,W4229954146,,,,,,,,,,,T11396,Artificial Intelligence in Healthcare,0.0560000017285347,,
