id,type,affiliation_id,label,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
"affiliation:alzheimer's disease centers program, national institute on aging, bethesda, md, usa",affiliation,,"Alzheimer's Disease Centers Program, National Institute on Aging, Bethesda, MD, USA",,,,39.29037857055664,-76.61219024658203,"Alzheimer's Disease Centers Program, National Institute on Aging, Bethesda, MD, USA"
"affiliation:amazon, seattle, wa, usa",affiliation,,"Amazon, Seattle, WA, USA",,,,47.60621,-122.33207,"Amazon, Seattle, WA, USA"
"affiliation:american rheumatism association, atlanta, ga 30329",affiliation,,"American Rheumatism Association, Atlanta, GA 30329",,,,29.76328,-95.36327,"American Rheumatism Association, Atlanta, GA 30329"
"affiliation:american university of beirut, beirut, lebanon (e.a.a.)",affiliation,,"American University of Beirut, Beirut, Lebanon (E.A.A.)",,,,33.89332,35.50157,"American University of Beirut, Beirut, Lebanon (E.A.A.)"
"affiliation:anaconda inc., austin, tx, usa",affiliation,,"Anaconda Inc., Austin, TX, USA",,,,40.23384094238281,-111.65853118896484,"Anaconda Inc., Austin, TX, USA"
"affiliation:and division of medical statistics, mrc clinical research centre, northwick park hospital, harrow, middlesex, united kingdom",affiliation,,"and Division of Medical Statistics, MRC Clinical Research Centre, Northwick Park Hospital, Harrow, Middlesex, United Kingdom",,,,51.57600021362305,-0.3196899890899658,"and Division of Medical Statistics, MRC Clinical Research Centre, Northwick Park Hospital, Harrow, Middlesex, United Kingdom"
"affiliation:anglo-australian observatory, sydney, australia",affiliation,,"Anglo-Australian Observatory, Sydney, Australia",,,,-33.86785,151.20732,"Anglo-Australian Observatory, Sydney, Australia"
"affiliation:ann arbor, university of michigan",affiliation,,"Ann Arbor, University of Michigan",,,,42.27756,-83.74088,"Ann Arbor, University of Michigan"
affiliation:annals of internal medicine,affiliation,,Annals of Internal Medicine,,,,29.42412,-98.49363,Annals of Internal Medicine
"affiliation:annals of internal medicine, philadelphia, pennsylvania, united states of america",affiliation,,"Annals of Internal Medicine, Philadelphia, Pennsylvania, United States of America",,,,,,"Annals of Internal Medicine, Philadelphia, Pennsylvania, United States of America"
"affiliation:annals of internal medicine, philadelphia, pennsylvania, usa",affiliation,,"Annals of Internal Medicine, Philadelphia, Pennsylvania, USA",,,,,,"Annals of Internal Medicine, Philadelphia, Pennsylvania, USA"
"affiliation:anton pannekoek institute, amsterdam, the netherlands",affiliation,,"Anton Pannekoek Institute, Amsterdam, The Netherlands",,,,,,"Anton Pannekoek Institute, Amsterdam, The Netherlands"
"affiliation:applied biosystems foster city, usa",affiliation,,"Applied Biosystems Foster City, USA",,,,,,"Applied Biosystems Foster City, USA"
"affiliation:applied biosystems, 850 lincoln center drive, foster city, ca 94404, california, usa",affiliation,,"Applied Biosystems, 850 Lincoln Center Drive, Foster City, CA 94404, California, USA",,,,,,"Applied Biosystems, 850 Lincoln Center Drive, Foster City, CA 94404, California, USA"
"affiliation:applied biosystems, foster city, california 94404 usa",affiliation,,"Applied Biosystems, Foster City, California 94404 USA",,,,,,"Applied Biosystems, Foster City, California 94404 USA"
"affiliation:applied biosystems, foster city, california 94404, usa",affiliation,,"Applied Biosystems, Foster City, California 94404, USA",,,,,,"Applied Biosystems, Foster City, California 94404, USA"
"affiliation:applied health research centre (ahrc), li ka shing knowledge institute of st michael's hospital, and department of medicine, university of toronto, toronto, ontario, canada",affiliation,,"Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St Michael's Hospital, and Department of Medicine, University of Toronto, Toronto, Ontario, Canada",,,,43.70643,-79.39864,"Applied Health Research Centre (AHRC), Li Ka Shing Knowledge Institute of St Michael's Hospital, and Department of Medicine, University of Toronto, Toronto, Ontario, Canada"
"affiliation:applied health research centre, li ka shing knowledge institute, st michael's hospital, department of medicine and institute of health policy, management and evaluation, university of toronto, toronto, ontario, canada",affiliation,,"Applied Health Research Centre, Li Ka Shing Knowledge Institute, St Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada",,,,43.70642852783203,-79.39864349365234,"Applied Health Research Centre, Li Ka Shing Knowledge Institute, St Michael's Hospital, Department of Medicine and Institute of Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada"
"affiliation:applied mathematics, stellenbosch university, stellenbosch, south africa. stefanv@berkeley.edu",affiliation,,"Applied Mathematics, Stellenbosch University, Stellenbosch, South Africa. stefanv@berkeley.edu",,,,40.71427,-74.00597,"Applied Mathematics, Stellenbosch University, Stellenbosch, South Africa. stefanv@berkeley.edu"
"affiliation:applied science department, quantachrome instruments, 1900 corporate drive, boynton beach, fl, usa",affiliation,,"Applied Science Department, Quantachrome Instruments, 1900 Corporate Drive, Boynton Beach, FL, USA",,,,,,"Applied Science Department, Quantachrome Instruments, 1900 Corporate Drive, Boynton Beach, FL, USA"
"affiliation:argonne national laboratory, argonne, illinois 60439",affiliation,,"Argonne National Laboratory, Argonne, Illinois 60439",,,,41.673641204833984,-88.0017318725586,"Argonne National Laboratory, Argonne, Illinois 60439"
"affiliation:arizona state u, tempe, az, us",affiliation,,"Arizona State U, Tempe, AZ, US",,,,33.41477,-111.90931,"Arizona State U, Tempe, AZ, US"
"affiliation:arizona state u, tempe, us",affiliation,,"Arizona State U, Tempe, US",,,,33.41477,-111.90931,"Arizona State U, Tempe, US"
"affiliation:arizona state univ., tempe az us",affiliation,,"Arizona State Univ., Tempe AZ US",,,,33.41477,-111.90931,"Arizona State Univ., Tempe AZ US"
"affiliation:artificial intelligence institute, seoul national university, seoul, south korea",affiliation,,"Artificial Intelligence Institute, Seoul National University, Seoul, South Korea",,,,37.566,126.9784,"Artificial Intelligence Institute, Seoul National University, Seoul, South Korea"
"affiliation:artificial intelligence laboratory, massachusetts institute of technology, cambridge, ma 02139#tab#",affiliation,,"Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA 02139#TAB#",,,,42.3751,-71.10561,"Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA 02139#TAB#"
"affiliation:artificial intelligence laboratory, massachusetts institute of technology, cambridge, ma, usa",affiliation,,"Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",,,,42.3751,-71.10561,"Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA"
"affiliation:arup institute for clinical and experimental pathology, salt lake city, utah, usa",affiliation,,"ARUP Institute for Clinical and Experimental Pathology, Salt Lake City, Utah, USA",,,,40.76078,-111.89105,"ARUP Institute for Clinical and Experimental Pathology, Salt Lake City, Utah, USA"
"affiliation:assistant clinical professor, department of psychiatry, albert einstein college of medicine/montefiore medical center, and co-director, research unit, bronx psychiatric centerbronx, ny",affiliation,,"Assistant Clinical Professor, Department of Psychiatry, Albert Einstein College of Medicine/Montefiore Medical Center, and Co-Director, Research Unit, Bronx Psychiatric CenterBronx, NY",,,,40.849849700927734,-73.86640930175781,"Assistant Clinical Professor, Department of Psychiatry, Albert Einstein College of Medicine/Montefiore Medical Center, and Co-Director, Research Unit, Bronx Psychiatric CenterBronx, NY"
"affiliation:assistant professor of immunology, stanford university school of medicine",affiliation,,"Assistant Professor of Immunology, Stanford University School of Medicine",,,,37.42411,-122.16608,"Assistant Professor of Immunology, Stanford University School of Medicine"
"affiliation:associate clinical professor, department of psychiatry, albert einstein college of medicine/montefiore medical center, and clinical director, bronx psychiatric centerbronx, ny",affiliation,,"Associate Clinical Professor, Department of Psychiatry, Albert Einstein College of Medicine/Montefiore Medical Center, and Clinical Director, Bronx Psychiatric CenterBronx, NY",,,,40.849849700927734,-73.86640930175781,"Associate Clinical Professor, Department of Psychiatry, Albert Einstein College of Medicine/Montefiore Medical Center, and Clinical Director, Bronx Psychiatric CenterBronx, NY"
"affiliation:associate editor, jama",affiliation,,"Associate Editor, JAMA",,,,40.45792770385742,-79.90917205810547,"Associate Editor, JAMA"
"affiliation:associate professor of medicine, harvard medical school, boston, ma",affiliation,,"Associate Professor of Medicine, Harvard Medical School, Boston, MA",,,,42.3751,-71.10561,"Associate Professor of Medicine, Harvard Medical School, Boston, MA"
"affiliation:associate professor of medicine, mayo medical school and clinic, rochester, mn",affiliation,,"Associate Professor of Medicine, Mayo Medical School and Clinic, Rochester, MN",,,,33.50920867919922,-111.89903259277344,"Associate Professor of Medicine, Mayo Medical School and Clinic, Rochester, MN"
"affiliation:associate professor, national office for cancer prevention and control national cancer center beijing china",affiliation,,"Associate Professor, National Office for Cancer Prevention and Control National Cancer Center Beijing China",,,,,,"Associate Professor, National Office for Cancer Prevention and Control National Cancer Center Beijing China"
"affiliation:associate professor, national office for cancer prevention and control, national cancer center, beijing, china",affiliation,,"Associate Professor, National Office for Cancer Prevention and Control, National Cancer Center, Beijing, China",,,,,,"Associate Professor, National Office for Cancer Prevention and Control, National Cancer Center, Beijing, China"
"affiliation:associate researcher, national office for cancer prevention and control national cancer center beijing china",affiliation,,"Associate Researcher, National Office for Cancer Prevention and Control National Cancer Center Beijing China",,,,,,"Associate Researcher, National Office for Cancer Prevention and Control National Cancer Center Beijing China"
"affiliation:associate researcher, national office for cancer prevention and control, national cancer center, beijing, china",affiliation,,"Associate Researcher, National Office for Cancer Prevention and Control, National Cancer Center, Beijing, China",,,,,,"Associate Researcher, National Office for Cancer Prevention and Control, National Cancer Center, Beijing, China"
"affiliation:aston university,",affiliation,,"Aston University,",,,,,,"Aston University,"
"affiliation:at and t bell laboratories, inc., murray hill, nj, usa",affiliation,,"AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA",,,,32.894039154052734,-96.96580505371094,"AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA"
"affiliation:at&t bell laboratories , holmdel, march 1995",affiliation,,"AT&T Bell Laboratories , Holmdel, March 1995",,,,40.669578552246094,-74.63646697998047,"AT&T Bell Laboratories , Holmdel, March 1995"
"affiliation:at&t bell laboratories,, murray hill, nj, usa",affiliation,,"AT&T Bell Laboratories,, Murray Hill, NJ, USA",,,,32.894039154052734,-96.96580505371094,"AT&T Bell Laboratories,, Murray Hill, NJ, USA"
"affiliation:at&t bell labs, holmdel, nj, 07733, usa",affiliation,,"AT&T Bell Labs, Holmdel, NJ, 07733, USA",,,,32.894039154052734,-96.96580505371094,"AT&T Bell Labs, Holmdel, NJ, 07733, USA"
"affiliation:at&t bell labs., 07733, holmdel, nj, usa",affiliation,,"AT&T Bell Labs., 07733, Holmdel, NJ, USA",,,,40.669578552246094,-74.63646697998047,"AT&T Bell Labs., 07733, Holmdel, NJ, USA"
"affiliation:at&t bell labs., holmdel, nj 07733, usa. corinna@neural.att.com",affiliation,,"AT&T Bell Labs., Holmdel, NJ 07733, USA. corinna@neural.att.com",,,,32.894039154052734,-96.96580505371094,"AT&T Bell Labs., Holmdel, NJ 07733, USA. corinna@neural.att.com"
