id,type,publication_id,label,title,year,journal_id,journal_name,cited_by_count
publication:W2014935324,publication,W2014935324,The rise of graphene,The rise of graphene,2007,S103895331,Nature Materials,39223
publication:W2275737843,publication,W2275737843,The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) statement: guidelines for reporting observational studies,The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) statement: guidelines for reporting observational studies,2007,S49861241,The Lancet,17807
publication:W2599076725,publication,W2599076725,The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) Statement: Guidelines for Reporting Observational Studies,The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) Statement: Guidelines for Reporting Observational Studies,2007,S197939330,PLoS Medicine,21334
publication:W2059796825,publication,W2059796825,The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) Statement: Guidelines for Reporting Observational Studies,The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) Statement: Guidelines for Reporting Observational Studies,2007,S119722071,Annals of Internal Medicine,16872
publication:W2167928095,publication,W2167928095,Theory Building From Cases: Opportunities And Challenges,Theory Building From Cases: Opportunities And Challenges,2007,S117778295,Academy of Management Journal,15819
publication:W3120740533,publication,W3120740533,UCI Machine Learning Repository,UCI Machine Learning Repository,2007,S4210197683,Medical Entomology and Zoology,24319
publication:W2043705607,publication,W2043705607,A Brief Measure for Assessing Generalized Anxiety Disorder,A Brief Measure for Assessing Generalized Anxiety Disorder,2006,S4210206803,Archives of Internal Medicine,30521
publication:W2136922672,publication,W2136922672,A Fast Learning Algorithm for Deep Belief Nets,A Fast Learning Algorithm for Deep Belief Nets,2006,S207023548,Neural Computation,16299
publication:W4250955649,publication,W4250955649,Compressed sensing,Compressed sensing,2006,S4502562,IEEE Transactions on Information Theory,22978
publication:W1605824561,publication,W1605824561,Constructing grounded theory : a practical guide through qualitative analysis,Constructing grounded theory : a practical guide through qualitative analysis,2006,name:без журнала,Без журнала,18760
publication:W2125987139,publication,W2125987139,Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors,Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors,2006,S110447773,Cell,26346
publication:W2025371271,publication,W2025371271,Minimal criteria for defining multipotent mesenchymal stromal cells. The International Society for Cellular Therapy position statement,Minimal criteria for defining multipotent mesenchymal stromal cells. The International Society for Cellular Therapy position statement,2006,S36838616,Cytotherapy,17555
publication:W2491458126,publication,W2491458126,Principles of Fluorescence Spectroscopy,Principles of Fluorescence Spectroscopy,2006,name:без журнала,Без журнала,18833
publication:W593898368,publication,W593898368,Prosedur Penelitian Suatu Pendekatan Praktik,Prosedur Penelitian Suatu Pendekatan Praktik,2006,S4377196922,Andalas University Repository (Andalas University),22136
publication:W2168696662,publication,W2168696662,RAxML-VI-HPC: maximum likelihood-based phylogenetic analyses with thousands of taxa and mixed models,RAxML-VI-HPC: maximum likelihood-based phylogenetic analyses with thousands of taxa and mixed models,2006,S52395412,Bioinformatics,15846
publication:W2100495367,publication,W2100495367,Reducing the Dimensionality of Data with Neural Networks,Reducing the Dimensionality of Data with Neural Networks,2006,S3880285,Science,20719
publication:W2145096794,publication,W2145096794,Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information,Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information,2006,S4502562,IEEE Transactions on Information Theory,15714
publication:W2044591029,publication,W2044591029,Semiempirical GGA‐type density functional constructed with a long‐range dispersion correction,Semiempirical GGA‐type density functional constructed with a long‐range dispersion correction,2006,S21117631,Journal of Computational Chemistry,30294
publication:W1979290264,publication,W1979290264,Using thematic analysis in psychology,Using thematic analysis in psychology,2006,S51001188,Qualitative Research in Psychology,176731
publication:W2070227796,publication,W2070227796,"<i>ATHENA</i>,<i>ARTEMIS</i>,<i>HEPHAESTUS</i>: data analysis for X-ray absorption spectroscopy using<i>IFEFFIT</i>","<i>ATHENA</i>,<i>ARTEMIS</i>,<i>HEPHAESTUS</i>: data analysis for X-ray absorption spectroscopy using<i>IFEFFIT</i>",2005,S114484406,Journal of Synchrotron Radiation,16171
publication:W2004444667,publication,W2004444667,<scp>genalex</scp> 6: genetic analysis in Excel. Population genetic software for teaching and research,<scp>genalex</scp> 6: genetic analysis in Excel. Population genetic software for teaching and research,2005,S165787973,Molecular Ecology Notes,16657
publication:W2158698691,publication,W2158698691,An introduction to ROC analysis,An introduction to ROC analysis,2005,S151820558,Pattern Recognition Letters,20835
publication:W2034562813,publication,W2034562813,Applied Regression Analysis,Applied Regression Analysis,2005,S985303,Technometrics,18059
publication:W1988091937,publication,W1988091937,"Balanced basis sets of split valence, triple zeta valence and quadruple zeta valence quality for H to Rn: Design and assessment of accuracy","Balanced basis sets of split valence, triple zeta valence and quadruple zeta valence quality for H to Rn: Design and assessment of accuracy",2005,S181332294,Physical Chemistry Chemical Physics,29128
publication:W2161339576,publication,W2161339576,Detecting the number of clusters of individuals using the software <scp>structure</scp>: a simulation study,Detecting the number of clusters of individuals using the software <scp>structure</scp>: a simulation study,2005,S22454499,Molecular Ecology,21937
publication:W2130410032,publication,W2130410032,Gene set enrichment analysis: A knowledge-based approach for interpreting genome-wide expression profiles,Gene set enrichment analysis: A knowledge-based approach for interpreting genome-wide expression profiles,2005,S125754415,Proceedings of the National Academy of Sciences,55781
publication:W1528905581,publication,W1528905581,Generalized Linear Models,Generalized Linear Models,2005,S4210186945,Statistics for biology and health,20453
publication:W2020830322,publication,W2020830322,"Global Cancer Statistics, 2002","Global Cancer Statistics, 2002",2005,S126094547,CA A Cancer Journal for Clinicians,18376
publication:W2171268876,publication,W2171268876,"GROMACS: Fast, flexible, and free","GROMACS: Fast, flexible, and free",2005,S21117631,Journal of Computational Chemistry,18712
publication:W2161969291,publication,W2161969291,Histograms of Oriented Gradients for Human Detection,Histograms of Oriented Gradients for Human Detection,2005,name:2005 ieee computer society conference on computer vision and pattern recognition (cvpr'05),2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR'05),31724
publication:W2129660502,publication,W2129660502,How Many Interviews Are Enough?,How Many Interviews Are Enough?,2005,S83253694,Field Methods,18695
publication:W3145128584,publication,W3145128584,Introduction to Algorithms,Introduction to Algorithms,2005,name:без журнала,Без журнала,18373
publication:W2118826874,publication,W2118826874,Lifetime Prevalence and Age-of-Onset Distributions of DSM-IV Disorders in the National Comorbidity Survey Replication,Lifetime Prevalence and Age-of-Onset Distributions of DSM-IV Disorders in the National Comorbidity Survey Replication,2005,S126359496,Archives of General Psychiatry,20328
publication:W2139416101,publication,W2139416101,Maximum entropy modeling of species geographic distributions,Maximum entropy modeling of species geographic distributions,2005,S88315673,Ecological Modelling,17373
publication:W1665332082,publication,W1665332082,Principles and Practice of Structural Equation Modeling,Principles and Practice of Structural Equation Modeling,2005,name:без журнала,Без журнала,36218
publication:W1997151511,publication,W1997151511,Quantum Mechanical Continuum Solvation Models,Quantum Mechanical Continuum Solvation Models,2005,S41143188,Chemical Reviews,16341
publication:W2096287682,publication,W2096287682,Radiotherapy plus Concomitant and Adjuvant Temozolomide for Glioblastoma,Radiotherapy plus Concomitant and Adjuvant Temozolomide for Glioblastoma,2005,S62468778,New England Journal of Medicine,21347
publication:W2164598857,publication,W2164598857,Rapid object detection using a boosted cascade of simple features,Rapid object detection using a boosted cascade of simple features,2005,name:proceedings of the 2001 ieee computer society conference on computer vision and pattern recognition. cvpr 2001,Proceedings of the 2001 IEEE Computer Society Conference on Computer Vision and Pattern Recognition. CVPR 2001,18161
