id,type,year,label,publication_id,title,journal_id,journal_name,cited_by_count,name,issn_l,source_type,host_organization_name,person_id,display_name,orcid,affiliation_id,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
affiliation:I4210115256,affiliation,,Jackson Laboratory,,,,,,,,,,,,,I4210115256,Jackson Laboratory,US,nonprofit,44.38758,-68.2039,
affiliation:I2801997990,affiliation,,Japan Meteorological Agency,,,,,,,,,,,,,I2801997990,Japan Meteorological Agency,JP,other,35.68949890136719,139.69171142578125,
affiliation:I4210086780,affiliation,,Japan Science and Technology Agency,,,,,,,,,,,,,I4210086780,Japan Science and Technology Agency,JP,government,35.6895,139.69171,
affiliation:I4210134900,affiliation,,Jena University Hospital,,,,,,,,,,,,,I4210134900,Jena University Hospital,DE,healthcare,50.92877960205078,11.589900016784668,
affiliation:I1334627681,affiliation,,Jet Propulsion Laboratory,,,,,,,,,,,,,I1334627681,Jet Propulsion Laboratory,US,facility,34.14778,-118.14452,
affiliation:I2801824472,affiliation,,Jewish General Hospital,,,,,,,,,,,,,I2801824472,Jewish General Hospital,CA,healthcare,45.50884,-73.58781,
affiliation:I146500386,affiliation,,Jichi Medical University,,,,,,,,,,,,,I146500386,Jichi Medical University,JP,education,36.413230895996094,139.86622619628906,
affiliation:I4210166222,affiliation,,Jichi Medical University Saitama Medical Center,,,,,,,,,,,,,I4210166222,Jichi Medical University Saitama Medical Center,JP,healthcare,35.9080696105957,139.6565704345703,
affiliation:I3020662980,affiliation,,Jinyintan Hospital,,,,,,,,,,,,,I3020662980,Jinyintan Hospital,CN,healthcare,30.66705322265625,114.28695678710938,
affiliation:I175594653,affiliation,,John Brown University,,,,,,,,,,,,,I175594653,John Brown University,US,education,36.189998626708984,-94.55860900878906,
affiliation:I2799853436,affiliation,,Johns Hopkins Medicine,,,,,,,,,,,,,I2799853436,Johns Hopkins Medicine,US,healthcare,39.29038,-76.61219,
affiliation:I145311948,affiliation,,Johns Hopkins University,,,,,,,,,,,,,I145311948,Johns Hopkins University,US,education,39.29038,-76.61219,
affiliation:I2802946424,affiliation,,Johns Hopkins University Applied Physics Laboratory,,,,,,,,,,,,,I2802946424,Johns Hopkins University Applied Physics Laboratory,US,facility,39.138999938964844,-76.87052917480469,
affiliation:I196679689,affiliation,,Joint Genome Institute,,,,,,,,,,,,,I196679689,Joint Genome Institute,US,facility,37.87158966064453,-122.27275085449219,
affiliation:I3006985408,affiliation,,Jožef Stefan Institute,,,,,,,,,,,,,I3006985408,Jožef Stefan Institute,SI,facility,46.05107879638672,14.50512981414795,
affiliation:I200763008,affiliation,,Justus-Liebig-Universität Gießen,,,,,,,,,,,,,I200763008,Justus-Liebig-Universität Gießen,DE,education,50.58727,8.67554,
affiliation:I1343052199,affiliation,,Kaiser Permanente,,,,,,,,,,,,,I1343052199,Kaiser Permanente,US,nonprofit,37.80437,-122.2708,
affiliation:I41802502,affiliation,,Kanagawa University,,,,,,,,,,,,,I41802502,Kanagawa University,JP,education,35.43333053588867,139.64999389648438,
affiliation:I189590672,affiliation,,Kansas State University,,,,,,,,,,,,,I189590672,Kansas State University,US,education,39.18361,-96.57167,
affiliation:I102335020,affiliation,,Karlsruhe Institute of Technology,,,,,,,,,,,,,I102335020,Karlsruhe Institute of Technology,DE,education,49.00937,8.40444,
affiliation:I4210119349,affiliation,,Karlsruhe University of Education,,,,,,,,,,,,,I4210119349,Karlsruhe University of Education,DE,education,49.009368896484375,8.404439926147461,
affiliation:I28166907,affiliation,,Karolinska Institutet,,,,,,,,,,,,,I28166907,Karolinska Institutet,SE,education,59.32938003540039,18.068710327148438,
affiliation:I1335113835,affiliation,,Karolinska University Hospital,,,,,,,,,,,,,I1335113835,Karolinska University Hospital,SE,healthcare,59.32938003540039,18.068710327148438,
affiliation:I4210094059,affiliation,,Kavli Institute for Particle Astrophysics and Cosmology,,,,,,,,,,,,,I4210094059,Kavli Institute for Particle Astrophysics and Cosmology,US,facility,37.45383,-122.18219,
affiliation:I21203515,affiliation,,Kazan Federal University,,,,,,,,,,,,,I21203515,Kazan Federal University,RU,education,55.78873825073242,49.12213897705078,
affiliation:I172980758,affiliation,,Kennesaw State University,,,,,,,,,,,,,I172980758,Kennesaw State University,US,education,34.02342987060547,-84.61549377441406,
affiliation:I32021983,affiliation,,Kiel University,,,,,,,,,,,,,I32021983,Kiel University,DE,education,54.32133,10.13489,
affiliation:I185163786,affiliation,,King Abdulaziz University,,,,,,,,,,,,,I185163786,King Abdulaziz University,SA,education,21.49012,39.18624,
affiliation:I183935753,affiliation,,King's College London,,,,,,,,,,,,,I183935753,King's College London,GB,education,51.50853,-0.12574,
affiliation:I2800117799,affiliation,,Kirtland Air Force Base,,,,,,,,,,,,,I2800117799,Kirtland Air Force Base,US,other,35.08449172973633,-106.65113830566406,
affiliation:I64189623,affiliation,,Kitasato University,,,,,,,,,,,,,I64189623,Kitasato University,JP,education,35.64255905151367,139.7256317138672,
affiliation:I4210139588,affiliation,,Kitasato University Medical Center,,,,,,,,,,,,,I4210139588,Kitasato University Medical Center,JP,healthcare,36.01092529296875,139.5136260986328,
affiliation:I4210088647,affiliation,,Kleijnen Systematic Reviews (United Kingdom),,,,,,,,,,,,,I4210088647,Kleijnen Systematic Reviews (United Kingdom),GB,company,53.95763,-1.08271,
affiliation:I65837984,affiliation,,Kobe University,,,,,,,,,,,,,I65837984,Kobe University,JP,education,34.6913,135.183,
affiliation:I157485424,affiliation,,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,I157485424,Korea Advanced Institute of Science and Technology,KR,education,36.34912872314453,127.38493347167969,
affiliation:I1335415512,affiliation,,Korea Meteorological Administration,,,,,,,,,,,,,I1335415512,Korea Meteorological Administration,KR,government,37.566,126.9784,
affiliation:I86987016,affiliation,,KTH Royal Institute of Technology,,,,,,,,,,,,,I86987016,KTH Royal Institute of Technology,SE,education,59.32938,18.06871,
affiliation:I99464096,affiliation,,KU Leuven,,,,,,,,,,,,,I99464096,KU Leuven,BE,education,50.87959,4.70093,
affiliation:I4210088032,affiliation,,Kyoto Bunkyo University,,,,,,,,,,,,,I4210088032,Kyoto Bunkyo University,JP,education,34.91570281982422,135.78460693359375,
affiliation:I22299242,affiliation,,Kyoto University,,,,,,,,,,,,,I22299242,Kyoto University,JP,education,35.02107,135.75385,
affiliation:I4399598384,affiliation,,Kyoto University Institute for Chemical Research,,,,,,,,,,,,,I4399598384,Kyoto University Institute for Chemical Research,,facility,35.02106857299805,135.75384521484375,
affiliation:I4210133661,affiliation,,La Jolla Bioengineering Institute,,,,,,,,,,,,,I4210133661,La Jolla Bioengineering Institute,US,nonprofit,32.84321212768555,-117.27915954589844,
affiliation:I196829312,affiliation,,La Trobe University,,,,,,,,,,,,,I196829312,La Trobe University,AU,education,-37.814,144.96332,
affiliation:I4210101743,affiliation,,"Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier",,,,,,,,,,,,,I4210101743,"Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier",FR,facility,43.61093,3.87635,
affiliation:I4210130154,affiliation,,Laboratoire de Chimie,,,,,,,,,,,,,I4210130154,Laboratoire de Chimie,FR,facility,45.74846,4.84671,
affiliation:I4210087602,affiliation,,Laboratoire de Génie Chimique,,,,,,,,,,,,,I4210087602,Laboratoire de Génie Chimique,FR,facility,43.60426,1.44367,
affiliation:I4210153075,affiliation,,Laboratoire de Génétique Cellulaire,,,,,,,,,,,,,I4210153075,Laboratoire de Génétique Cellulaire,FR,facility,43.515899658203125,1.4986000061035156,
affiliation:I4210105151,affiliation,,Laboratoire de Physique Nucléaire et de Hautes Énergies,,,,,,,,,,,,,I4210105151,Laboratoire de Physique Nucléaire et de Hautes Énergies,FR,facility,48.85341,2.3488,
affiliation:I4210119088,affiliation,,Laboratoire de Réactivité et Chimie des Solides,,,,,,,,,,,,,I4210119088,Laboratoire de Réactivité et Chimie des Solides,FR,facility,49.9,2.3,
affiliation:I148283060,affiliation,,Lawrence Berkeley National Laboratory,,,,,,,,,,,,,I148283060,Lawrence Berkeley National Laboratory,US,facility,37.87158966064453,-122.27275085449219,
affiliation:I1282311441,affiliation,,Lawrence Livermore National Laboratory,,,,,,,,,,,,,I1282311441,Lawrence Livermore National Laboratory,US,facility,37.68187,-121.76801,
affiliation:I280385510,affiliation,,Leeds and York Partnership NHS Foundation Trust,,,,,,,,,,,,,I280385510,Leeds and York Partnership NHS Foundation Trust,GB,healthcare,53.796478271484375,-1.5478500127792358,
affiliation:I186143895,affiliation,,Lehigh University,,,,,,,,,,,,,I186143895,Lehigh University,US,education,40.62593078613281,-75.3704605102539,
affiliation:I121797337,affiliation,,Leiden University,,,,,,,,,,,,,I121797337,Leiden University,NL,education,52.158329010009766,4.493060111999512,
affiliation:I2800006345,affiliation,,Leiden University Medical Center,,,,,,,,,,,,,I2800006345,Leiden University Medical Center,NL,funder,52.158329010009766,4.493060111999512,
affiliation:I4210086220,affiliation,,Lentis,,,,,,,,,,,,,I4210086220,Lentis,NL,healthcare,53.208282470703125,6.573594093322754,
affiliation:I2800582968,affiliation,,Li Ka Shing Foundation,,,,,,,,,,,,,I2800582968,Li Ka Shing Foundation,CN,nonprofit,22.279659271240234,114.1605453491211,
affiliation:I4210096607,affiliation,,Line Corporation (Japan),,,,,,,,,,,,,I4210096607,Line Corporation (Japan),JP,company,35.6893310546875,139.70166015625,
affiliation:I3018771216,affiliation,,LMU Klinikum,,,,,,,,,,,,,I3018771216,LMU Klinikum,DE,healthcare,48.13743,11.57549,
affiliation:I4210123447,affiliation,,London Institute for Mathematical Sciences,,,,,,,,,,,,,I4210123447,London Institute for Mathematical Sciences,GB,education,51.50853,-0.12574,
affiliation:I2799584991,affiliation,,London International Development Centre,,,,,,,,,,,,,I2799584991,London International Development Centre,GB,other,51.5249137878418,-0.1305840015411377,
affiliation:I909854389,affiliation,,London School of Economics and Political Science,,,,,,,,,,,,,I909854389,London School of Economics and Political Science,GB,education,51.50852966308594,-0.12574000656604767,
affiliation:I4210089966,affiliation,,London School of Hygiene & Tropical Medicine,,,,,,,,,,,,,I4210089966,London School of Hygiene & Tropical Medicine,GB,education,51.52090072631836,-0.1307000070810318,
affiliation:I2800560132,affiliation,,Long Island Jewish Medical Center,,,,,,,,,,,,,I2800560132,Long Island Jewish Medical Center,US,healthcare,40.75416564941406,-73.7088851928711,
affiliation:I1343871089,affiliation,,Los Alamos National Laboratory,,,,,,,,,,,,,I1343871089,Los Alamos National Laboratory,US,facility,35.88808059692383,-106.30696868896484,
affiliation:I143804889,affiliation,,Loughborough University,,,,,,,,,,,,,I143804889,Loughborough University,GB,education,52.76667022705078,-1.2000000476837158,
affiliation:I121820613,affiliation,,Louisiana State University,,,,,,,,,,,,,I121820613,Louisiana State University,US,education,30.44332,-91.18747,
affiliation:I1925986,affiliation,,Loyola University Chicago,,,,,,,,,,,,,I1925986,Loyola University Chicago,US,education,41.85002899169922,-87.6500473022461,
affiliation:I196064397,affiliation,,Ludwig Cancer Research,,,,,,,,,,,,,I196064397,Ludwig Cancer Research,BE,nonprofit,50.837974548339844,4.380921840667725,
affiliation:I4210150094,affiliation,,Ludwig Cancer Research,,,,,,,,,,,,,I4210150094,Ludwig Cancer Research,US,nonprofit,40.714271545410156,-74.00596618652344,
affiliation:I8204097,affiliation,,Ludwig-Maximilians-Universität München,,,,,,,,,,,,,I8204097,Ludwig-Maximilians-Universität München,DE,education,48.13743,11.57549,
affiliation:I190632392,affiliation,,Luleå University of Technology,,,,,,,,,,,,,I190632392,Luleå University of Technology,SE,education,65.58415222167969,22.15464973449707,
affiliation:I4210101049,affiliation,,Lung Institute,,,,,,,,,,,,,I4210101049,Lung Institute,US,healthcare,32.879295349121094,-96.76648712158203,
affiliation:I4210133293,affiliation,,Lygature,,,,,,,,,,,,,I4210133293,Lygature,NL,nonprofit,52.09083,5.12222,
affiliation:I178906410,affiliation,,Lyon College,,,,,,,,,,,,,I178906410,Lyon College,US,education,35.7698,-91.64097,
affiliation:I34352273,affiliation,,Maastricht University,,,,,,,,,,,,,I34352273,Maastricht University,NL,education,50.84833,5.68889,
affiliation:I111950717,affiliation,,Macau University of Science and Technology,,,,,,,,,,,,,I111950717,Macau University of Science and Technology,MO,education,22.20056,113.54611,
affiliation:I4210148872,affiliation,,Magic Leap (United States),,,,,,,,,,,,,I4210148872,Magic Leap (United States),US,company,26.145503997802734,-80.25323486328125,
affiliation:I2799725268,affiliation,,Manchester Academic Health Science Centre,,,,,,,,,,,,,I2799725268,Manchester Academic Health Science Centre,GB,healthcare,53.46327590942383,-2.238434076309204,
affiliation:I11983389,affiliation,,Manchester Metropolitan University,,,,,,,,,,,,,I11983389,Manchester Metropolitan University,GB,education,53.48094940185547,-2.2374300956726074,
affiliation:I19630809,affiliation,,Mario Negri Institute for Pharmacological Research,,,,,,,,,,,,,I19630809,Mario Negri Institute for Pharmacological Research,IT,nonprofit,45.464271545410156,9.189510345458984,
affiliation:I68956291,affiliation,,Martin Luther University Halle-Wittenberg,,,,,,,,,,,,,I68956291,Martin Luther University Halle-Wittenberg,DE,education,51.48158,11.97947,
affiliation:I1287163989,affiliation,,Massachusetts Eye and Ear Infirmary,,,,,,,,,,,,,I1287163989,Massachusetts Eye and Ear Infirmary,US,healthcare,42.36375427246094,-71.0707778930664,
affiliation:I4210087915,affiliation,,Massachusetts General Hospital,,,,,,,,,,,,,I4210087915,Massachusetts General Hospital,US,healthcare,42.358428955078125,-71.05976867675781,
affiliation:I63966007,affiliation,,Massachusetts Institute of Technology,,,,,,,,,,,,,I63966007,Massachusetts Institute of Technology,US,education,42.3751,-71.10561,
affiliation:I205582932,affiliation,,Max Delbrück Center,,,,,,,,,,,,,I205582932,Max Delbrück Center,DE,facility,52.52436828613281,13.410530090332031,
affiliation:I2802916955,affiliation,,Max Perutz Labs,,,,,,,,,,,,,I2802916955,Max Perutz Labs,AT,facility,48.20849,16.37208,
affiliation:I4210132734,affiliation,,Max Planck Computing and Data Facility,,,,,,,,,,,,,I4210132734,Max Planck Computing and Data Facility,DE,facility,48.248958587646484,11.651009559631348,
affiliation:I4210131661,affiliation,,Max Planck Institute for Biophysical Chemistry,,,,,,,,,,,,,I4210131661,Max Planck Institute for Biophysical Chemistry,DE,facility,51.53443145751953,9.932279586791992,
affiliation:I4210113422,affiliation,,Max Planck Institute for Chemistry,,,,,,,,,,,,,I4210113422,Max Planck Institute for Chemistry,DE,facility,49.98419189453125,8.27910041809082,
affiliation:I4210112458,affiliation,,Max Planck Institute for Developmental Biology,,,,,,,,,,,,,I4210112458,Max Planck Institute for Developmental Biology,DE,facility,48.537044525146484,9.059053421020508,
affiliation:I4210103014,affiliation,,Max Planck Institute for Marine Microbiology,,,,,,,,,,,,,I4210103014,Max Planck Institute for Marine Microbiology,DE,facility,53.11038589477539,8.84748363494873,
affiliation:I4210087042,affiliation,,Max Planck Institute for Medical Research,,,,,,,,,,,,,I4210087042,Max Planck Institute for Medical Research,DE,facility,49.41267395019531,8.675374984741211,
affiliation:I4210142260,affiliation,,Max Planck Institute for Molecular Genetics,,,,,,,,,,,,,I4210142260,Max Planck Institute for Molecular Genetics,DE,facility,52.44444274902344,13.272777557373047,
affiliation:I4210095245,affiliation,,Max Planck Institute for Polymer Research,,,,,,,,,,,,,I4210095245,Max Planck Institute for Polymer Research,DE,facility,49.98419189453125,8.27910041809082,
affiliation:I4210150093,affiliation,,Max Planck Institute of Biochemistry,,,,,,,,,,,,,I4210150093,Max Planck Institute of Biochemistry,DE,facility,48.10731887817383,11.451959609985352,
affiliation:I4210159854,affiliation,,Max Planck Institute of Molecular Cell Biology and Genetics,,,,,,,,,,,,,I4210159854,Max Planck Institute of Molecular Cell Biology and Genetics,DE,facility,51.05861282348633,13.784722328186035,
affiliation:I4210105972,affiliation,,Max Planck Institute of Molecular Plant Physiology,,,,,,,,,,,,,I4210105972,Max Planck Institute of Molecular Plant Physiology,DE,facility,52.415687561035156,12.96891975402832,
affiliation:I149899117,affiliation,,Max Planck Society,,,,,,,,,,,,,I149899117,Max Planck Society,DE,funder,48.13743,11.57549,
affiliation:I1330342723,affiliation,,Mayo Clinic,,,,,,,,,,,,,I1330342723,Mayo Clinic,US,funder,44.021629333496094,-92.46990203857422,
affiliation:I4210125099,affiliation,,Mayo Clinic in Arizona,,,,,,,,,,,,,I4210125099,Mayo Clinic in Arizona,US,healthcare,33.50920867919922,-111.89903259277344,
affiliation:I4210146710,affiliation,,Mayo Clinic in Florida,,,,,,,,,,,,,I4210146710,Mayo Clinic in Florida,US,healthcare,30.33218002319336,-81.65564727783203,
affiliation:I5023651,affiliation,,McGill University,,,,,,,,,,,,,I5023651,McGill University,CA,education,45.50884,-73.58781,
affiliation:I98251732,affiliation,,McMaster University,,,,,,,,,,,,,I98251732,McMaster University,CA,education,43.25011,-79.84963,
affiliation:I4210102414,affiliation,,Medical Center Hospital,,,,,,,,,,,,,I4210102414,Medical Center Hospital,US,healthcare,31.846492767333984,-102.37403869628906,
affiliation:I204308271,affiliation,,Medical College of Wisconsin,,,,,,,,,,,,,I204308271,Medical College of Wisconsin,US,education,43.03889846801758,-87.9064712524414,
affiliation:I90344618,affiliation,,Medical Research Council,,,,,,,,,,,,,I90344618,Medical Research Council,GB,funder,51.50853,-0.12574,
affiliation:I76134821,affiliation,,Medical University of Vienna,,,,,,,,,,,,,I76134821,Medical University of Vienna,AT,education,48.20849,16.37208,
affiliation:I1285739803,affiliation,,MedStar Washington Hospital Center,,,,,,,,,,,,,I1285739803,MedStar Washington Hospital Center,US,healthcare,38.93000030517578,-77.01499938964844,
affiliation:I347366330,affiliation,,Melbourne Bioinformatics,,,,,,,,,,,,,I347366330,Melbourne Bioinformatics,AU,education,-37.81399917602539,144.96331787109375,
affiliation:I4210087647,affiliation,,Memorial Blood Centers,,,,,,,,,,,,,I4210087647,Memorial Blood Centers,US,nonprofit,44.96348190307617,-93.20101165771484,
affiliation:I1334819555,affiliation,,Memorial Sloan Kettering Cancer Center,,,,,,,,,,,,,I1334819555,Memorial Sloan Kettering Cancer Center,US,healthcare,40.714271545410156,-74.00596618652344,
affiliation:I4210099336,affiliation,,Menlo School,,,,,,,,,,,,,I4210099336,Menlo School,US,education,37.46133,-122.19774,
affiliation:I2252078561,affiliation,,Meta (Israel),,,,,,,,,,,,,I2252078561,Meta (Israel),IL,company,32.08088,34.78057,
affiliation:I4210114444,affiliation,,Meta (United States),,,,,,,,,,,,,I4210114444,Meta (United States),US,company,37.45383071899414,-122.18218994140625,
affiliation:I158133745,affiliation,,MGH Institute of Health Professions,,,,,,,,,,,,,I158133745,MGH Institute of Health Professions,US,healthcare,42.3748664855957,-71.05406951904297,
affiliation:I87216513,affiliation,,Michigan State University,,,,,,,,,,,,,I87216513,Michigan State University,US,education,42.73698,-84.48387,
affiliation:I4210111179,affiliation,,Michigan United,,,,,,,,,,,,,I4210111179,Michigan United,US,nonprofit,42.280242919921875,-85.56851959228516,
affiliation:I1290206253,affiliation,,Microsoft (United States),,,,,,,,,,,,,I1290206253,Microsoft (United States),US,company,47.67399,-122.12151,
affiliation:I4210164937,affiliation,,Microsoft Research (United Kingdom),,,,,,,,,,,,,I4210164937,Microsoft Research (United Kingdom),GB,company,52.19491958618164,0.13490499556064606,
affiliation:I4210113369,affiliation,,Microsoft Research Asia (China),,,,,,,,,,,,,I4210113369,Microsoft Research Asia (China),CN,company,39.907501220703125,116.39723205566406,
affiliation:I4210117505,affiliation,,Mill Valley Public Library,,,,,,,,,,,,,I4210117505,Mill Valley Public Library,US,archive,37.905982971191406,-122.55424499511719,
affiliation:I4210130959,affiliation,,Mineral Resources,,,,,,,,,,,,,I4210130959,Mineral Resources,AU,facility,-35.2834587097168,149.12806701660156,
affiliation:I4210121739,affiliation,,Ministério da Saúde,,,,,,,,,,,,,I4210121739,Ministério da Saúde,BR,funder,-15.77972,-47.92972,
affiliation:I2801613365,affiliation,,Mitchell Institute,,,,,,,,,,,,,I2801613365,Mitchell Institute,US,nonprofit,43.66535186767578,-70.25150299072266,
affiliation:I4210159266,affiliation,,Mitsubishi Electric (United States),,,,,,,,,,,,,I4210159266,Mitsubishi Electric (United States),US,company,33.817291259765625,-118.03824615478516,
affiliation:I4210150208,affiliation,,Molecular Oncology (United States),,,,,,,,,,,,,I4210150208,Molecular Oncology (United States),US,company,39.14390563964844,-77.2022476196289,
affiliation:I4210142927,affiliation,,Molteno Institute for Language and Literacy,,,,,,,,,,,,,I4210142927,Molteno Institute for Language and Literacy,ZA,nonprofit,-26.177528381347656,28.049785614013672,
affiliation:I4210109182,affiliation,,Momenta Pharmaceuticals (United States),,,,,,,,,,,,,I4210109182,Momenta Pharmaceuticals (United States),US,company,42.375099182128906,-71.1056137084961,
affiliation:I4210121067,affiliation,,Monash Health,,,,,,,,,,,,,I4210121067,Monash Health,AU,healthcare,-37.81399917602539,144.96331787109375,
affiliation:I56590836,affiliation,,Monash University,,,,,,,,,,,,,I56590836,Monash University,AU,education,-37.814,144.96332,
affiliation:I1335289525,affiliation,,Montefiore Medical Center,,,,,,,,,,,,,I1335289525,Montefiore Medical Center,US,healthcare,40.849849700927734,-73.86640930175781,
affiliation:I161033783,affiliation,,Moore College of Art and Design,,,,,,,,,,,,,I161033783,Moore College of Art and Design,US,education,39.9572868347168,-75.17220306396484,
affiliation:I144094060,affiliation,,MorphoSys (Germany),,,,,,,,,,,,,I144094060,MorphoSys (Germany),DE,company,48.106719970703125,11.424830436706543,
affiliation:I4210101641,affiliation,,Mount Sinai Hospital,,,,,,,,,,,,,I4210101641,Mount Sinai Hospital,US,healthcare,41.85002899169922,-87.6500473022461,
affiliation:I4210102044,affiliation,,Mount Sinai Hospital,,,,,,,,,,,,,I4210102044,Mount Sinai Hospital,US,healthcare,41.506046295166016,-81.60868835449219,
affiliation:I3129270235,affiliation,,Mount Stromlo Observatory,,,,,,,,,,,,,I3129270235,Mount Stromlo Observatory,AU,education,-35.32027816772461,149.00694274902344,
affiliation:I4210134973,affiliation,,MRC Biostatistics Unit,,,,,,,,,,,,,I4210134973,MRC Biostatistics Unit,GB,facility,52.17333984375,0.14390000700950623,
affiliation:I4210091428,affiliation,,MRC Clinical Trials Unit at UCL,,,,,,,,,,,,,I4210091428,MRC Clinical Trials Unit at UCL,GB,facility,51.50852966308594,-0.12574000656604767,
affiliation:I4210158597,affiliation,,MRC Epidemiology Unit,,,,,,,,,,,,,I4210158597,MRC Epidemiology Unit,GB,facility,52.1748046875,0.13404199481010437,
affiliation:I170203145,affiliation,,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,I170203145,MRC Laboratory of Molecular Biology,GB,facility,52.2,0.11667,
affiliation:I4210150290,affiliation,,Murdoch Children's Research Institute,,,,,,,,,,,,,I4210150290,Murdoch Children's Research Institute,AU,funder,-37.814,144.96332,
affiliation:I1316194761,affiliation,,Museum of Vertebrate Zoology,,,,,,,,,,,,,I1316194761,Museum of Vertebrate Zoology,US,archive,37.87144088745117,-122.26221466064453,
affiliation:I60134161,affiliation,,Nagoya University,,,,,,,,,,,,,I60134161,Nagoya University,JP,education,35.18146896362305,136.90640258789062,
affiliation:I83519826,affiliation,,Nanjing Medical University,,,,,,,,,,,,,I83519826,Nanjing Medical University,CN,education,32.061668395996094,118.77777862548828,
affiliation:I153843547,affiliation,,Naruto University of Education,,,,,,,,,,,,,I153843547,Naruto University of Education,JP,education,34.20259094238281,134.60780334472656,
affiliation:I4210105959,affiliation,,Nasjonalt Kunnskapssenter for Helsetjenesten,,,,,,,,,,,,,I4210105959,Nasjonalt Kunnskapssenter for Helsetjenesten,NO,healthcare,59.921241760253906,10.739911079406738,
affiliation:I1321305853,affiliation,,National Bureau of Economic Research,,,,,,,,,,,,,I1321305853,National Bureau of Economic Research,US,nonprofit,42.375099182128906,-71.1056137084961,
affiliation:I4210140884,affiliation,,National Cancer Institute,,,,,,,,,,,,,I4210140884,National Cancer Institute,US,government,38.98067092895508,-77.10025787353516,
affiliation:I4210109390,affiliation,,National Center for Biotechnology Information,,,,,,,,,,,,,I4210109390,National Center for Biotechnology Information,US,facility,38.98492431640625,-77.09797668457031,
affiliation:I4210113004,affiliation,,National Center for Chronic Disease Prevention and Health Promotion,,,,,,,,,,,,,I4210113004,National Center for Chronic Disease Prevention and Health Promotion,US,facility,33.799339294433594,-84.3280258178711,
affiliation:I4210103779,affiliation,,National Center of Neurology and Psychiatry,,,,,,,,,,,,,I4210103779,National Center of Neurology and Psychiatry,JP,healthcare,35.68949890136719,139.69171142578125,
affiliation:I4391768124,affiliation,,National Comprehensive Cancer Network,,,,,,,,,,,,,I4391768124,National Comprehensive Cancer Network,,government,40.10232925415039,-75.27435302734375,
affiliation:I42131985,affiliation,,National Health and Medical Research Council,,,,,,,,,,,,,I42131985,National Health and Medical Research Council,AU,government,-35.28346,149.12807,
affiliation:I4210106489,affiliation,,National Heart Lung and Blood Institute,,,,,,,,,,,,,I4210106489,National Heart Lung and Blood Institute,US,facility,38.98067092895508,-77.10025787353516,
affiliation:I4210151618,affiliation,,National Hospital for Neurology and Neurosurgery,,,,,,,,,,,,,I4210151618,National Hospital for Neurology and Neurosurgery,GB,healthcare,51.52226257324219,-0.12202999740839005,
affiliation:I4210090236,affiliation,,National Human Genome Research Institute,,,,,,,,,,,,,I4210090236,National Human Genome Research Institute,US,facility,38.99696731567383,-77.09693145751953,
affiliation:I4210108322,affiliation,,National Institute for Fusion Science,,,,,,,,,,,,,I4210108322,National Institute for Fusion Science,JP,facility,35.349998474121094,137.18333435058594,
affiliation:I34931013,affiliation,,National Institute for Health Research,,,,,,,,,,,,,I34931013,National Institute for Health Research,GB,funder,51.50853,-0.12574,
affiliation:I205401836,affiliation,,National Institute for Materials Science,,,,,,,,,,,,,I205401836,National Institute for Materials Science,JP,facility,36.20000076293945,140.10000610351562,
affiliation:I73613424,affiliation,,National Institute of Advanced Industrial Science and Technology,,,,,,,,,,,,,I73613424,National Institute of Advanced Industrial Science and Technology,JP,government,36.06024169921875,140.1331024169922,
affiliation:I4210087962,affiliation,,National Institute of Arthritis and Musculoskeletal and Skin Diseases,,,,,,,,,,,,,I4210087962,National Institute of Arthritis and Musculoskeletal and Skin Diseases,US,facility,39.010887145996094,-77.09764099121094,
affiliation:I4210090567,affiliation,,National Institute of Diabetes and Digestive and Kidney Diseases,,,,,,,,,,,,,I4210090567,National Institute of Diabetes and Digestive and Kidney Diseases,US,facility,38.98067092895508,-77.10025787353516,
affiliation:I4210095140,affiliation,,National Institute of Environmental Health Sciences,,,,,,,,,,,,,I4210095140,National Institute of Environmental Health Sciences,US,facility,35.88383102416992,-78.88176727294922,
affiliation:I113198587,affiliation,,National Institute of Genetics,,,,,,,,,,,,,I113198587,National Institute of Genetics,JP,facility,35.116668701171875,138.9166717529297,
affiliation:I4210158500,affiliation,,National Institute of Mental Health,,,,,,,,,,,,,I4210158500,National Institute of Mental Health,US,facility,39.003692626953125,-77.10456848144531,
affiliation:I4210110767,affiliation,,National Institute of Neurological Disorders and Stroke,,,,,,,,,,,,,I4210110767,National Institute of Neurological Disorders and Stroke,US,facility,39.00382614135742,-77.10118103027344,
affiliation:I1321296531,affiliation,,National Institute of Standards and Technology,,,,,,,,,,,,,I1321296531,National Institute of Standards and Technology,US,funder,39.14344024658203,-77.20137023925781,
affiliation:I4210136897,affiliation,,National Institute on Aging,,,,,,,,,,,,,I4210136897,National Institute on Aging,US,facility,39.29037857055664,-76.61219024658203,
affiliation:I1299303238,affiliation,,National Institutes of Health,,,,,,,,,,,,,I1299303238,National Institutes of Health,US,government,38.98067,-77.10026,
affiliation:I199525922,affiliation,,National Institutes of Natural Sciences,,,,,,,,,,,,,I199525922,National Institutes of Natural Sciences,JP,facility,35.68949890136719,139.69171142578125,
